id,user_id,tree_id,comment_text,platform,sentiment,confidence,category,impact,water_drops,poison_drops,week_number
#######,#######,#######,lovely game I like it,twitter,positive,0.6,Normal,3,3,0,47
#######,#######,#######,trusted individual,instagram,neutral,0.5,Normal,2,0,0,52
#######,#######,#######,expectativa: botar o jogo em diarealidade: dormir cedo kkkk,twitter,neutral,0.5,Normal,1,0,0,52
#######,#######,#######,vumani bo,instagram,neutral,0.5,Normal,1,0,0,52
#######,#######,#######,"my favourite celebrity,",instagram,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,This tree is tenacious,twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,i woke up but wanted to sleep more,twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,you are loved,instagram,positive,0.6,Normal,3,3,0,51
#######,#######,#######,sgebengu lo beautiful,instagram,positive,0.6,Normal,3,3,0,52
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,50
#######,#######,#######,"In my 30s, love how accurate this is",instagram,positive,0.6,Normal,3,3,0,47
#######,#######,#######,It's such a weird thing I promise. Once you figure it out you don't even want to push it all the time.,twitter,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,amen thank you,twitter,positive,0.6,Normal,3,3,0,51
#######,#######,#######,😆😆,twitter,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,it is snake season,twitter,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,😭💔,twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,some will think its ai,instagram,neutral,0.5,Normal,2,0,0,52
#######,#######,#######,This is so beautiful. love it!,twitter,positive,0.7,Normal,4,4,0,48
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,Heathy  debate good for democracy.,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,beautiful,twitter,positive,0.6,Normal,3,3,0,52
#######,#######,#######,He will always be there.,twitter,neutral,0.5,Normal,1,0,0,49
#######,#######,#######,Good to see you.,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,aqui em casa chamamos essa posição de suricatito 🐇,twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,very nice acting,instagram,positive,0.6,Normal,3,3,0,52
#######,#######,#######,"Haha, I feel you! Online degrees could be a good alternative. 😊",twitter,positive,0.6,Normal,3,3,0,47
#######,#######,#######,Minus the lighting that's pretty cool,instagram,positive,0.6,Normal,3,3,0,47
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,"""Everyone here is listening. How does Cons. Zungu says I was near the place of the incident, not that he wrote a statement. He was near the place of the incident, but he said he doesn't know these people."" Ratha went insane 🤣😂🤣 #senzomeyiwatrial",twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,i love to have it,twitter,positive,0.6,Normal,3,3,0,52
#######,#######,#######,She is a great leader and politician😍,twitter,positive,0.6,Normal,3,3,0,48
#######,#######,#######,"She is best in all of them, Greatest of all time",twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,So many yellow cards in the first half,twitter,neutral,0.5,Normal,1,0,0,49
#######,#######,#######,"yes princess,you are beatiful",instagram,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,"queria comprar cacarecos e roupa, mas fui uma adulta responsável e comprei o mouse ergonômico da logitech pq não aguento mais dores nos dedos por motivos de trabalho 🥲",twitter,neutral,0.5,Normal,1,0,0,52
#######,#######,#######,Absolutely scrumptious and a beautiful sight,twitter,positive,0.6,Normal,3,3,0,48
#######,#######,#######,Insightful.,twitter,positive,0.6,Normal,3,3,0,48
#######,#######,#######,lovelyyyyy,twitter,positive,0.6,Normal,3,3,0,47
#######,#######,#######,acordei mas queria mimir mais,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,how is yours,instagram,neutral,0.5,Normal,1,0,0,52
#######,#######,#######,eita preula,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,Cool and calm.,twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,que vontade de me mimar e me dar o set de natal de sylvanian families hihi,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,hope everyone is safe on their journey back home. All the Love to those without homes to return to this festive🤍!!,twitter,positive,0.6,Normal,3,3,0,51
#######,#######,#######,I love this! I hope more people can look at life like this,instagram,positive,0.6,Normal,3,3,0,50
#######,#######,#######,we love you jenifer,instagram,positive,0.6,Normal,3,3,0,50
#######,#######,#######,Awesome.,twitter,positive,0.6,Normal,3,3,0,52
#######,#######,#######,Once&Always☠️❤️,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,😂😂bra please stop it,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,ubaba does'nt wait for the interpretation. he jumps in  running his own race 😂🤣 #senzomeyiwatrial,twitter,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,THank you Jesus,twitter,positive,0.6,Normal,3,3,0,52
#######,#######,#######,Salute our proud soldier. You are our real hero.,twitter,negative,0.85,Hate Speech,9,0,9,51
#######,#######,#######,we deserve good lifr,twitter,positive,0.6,Normal,1,0,0,49
#######,#######,#######,This is Fake divide a concur strategy,twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,A great friends.,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,lovely,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,this lady is beautiful,instagram,positive,0.6,Normal,3,3,0,52
#######,#######,#######,Beautiful scene,twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,😂 so we have to get fat just to stay alive .,twitter,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,very similar to my firstIbanez RG series :),instagram,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,"Change can be tough, but it often leads to amazing things!",twitter,negative,0.85,Hate Speech,9,0,9,48
#######,#######,#######,"Keep going, you are doing wonderful stuff",twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,o furacão (lê-se: minha mãe) cegou,twitter,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,"The first black woman in South Africa to publish an English novel. I started my 2025 reading journey with 'Muriel at Metropolitan', which draws from Mam'Tlali's experiences of working in the City of Gold. It shed light on racial relations between employers and employees, and businesspeople and customers. Of course, the apartheid government banned the book. Internationally, the book was translated into Japanese, Polish, German and Dutch to name a few.",twitter,neutral,0.5,Normal,2,0,0,48
#######,#######,#######,"""he doesn't dispute having made a statement, he only asked Gininda to transfer what #1 had said in his statement"" , so which statement did he make??#SenzoMayiwaTrial",twitter,negative,0.5,Trolling,3,0,3,49
#######,#######,#######,Good couple.,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,Didnt even hit the head,twitter,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,Don't worry unc. You still have many years of joy ahead of you.,instagram,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,amennn thank you,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,it's awesome!,instagram,positive,0.6,Normal,3,3,0,47
#######,#######,#######,"The state and Gininda said Gwabini couldn't come because he was scared of the accused, now we actually see that all that was untrue, they did not call him because they were lying about him and are now threatening him in court #senzomeyiwatrial",twitter,negative,0.65,Microaggression,5,0,5,48
#######,#######,#######,"Keep blooming, superstar",twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,"já fiz uma boa quantidade de trabalho depois do almoço, então vou limpar a casa 🥲",twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,"Cellphone records to put Zungu at the hostel on the day, AVL from the ""work car"" he drove. They gave nothing, Zero! Instead, they had ""witnesses who were there,"" but they could not call them on the stand",twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,nothingbina,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,insightful,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,Talk about a traitor,twitter,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,A great leader.,twitter,positive,0.6,Normal,3,3,0,48
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,52
#######,#######,#######,you still beautil my sister,instagram,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,"well done,this was nice",instagram,positive,0.7,Normal,3,3,0,52
#######,#######,#######,what if i become a klee main in 2025 🤭,twitter,neutral,0.5,Normal,1,0,0,46
#######,#######,#######,beautiful,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,Amen🙏,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,So cute and awesome.,twitter,positive,0.6,Normal,3,3,0,48
#######,#######,#######,"""weeeh""😂😂",twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,this is nice,instagram,positive,0.6,Normal,3,3,0,51
#######,#######,#######,Great gameplay,instagram,positive,0.6,Normal,1,1,0,46
#######,#######,#######,this is beautiful😍,twitter,positive,0.6,Normal,3,3,0,47
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,que seja vdd,twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,Cute and good looking guy.,twitter,positive,0.6,Normal,3,3,0,52
#######,#######,#######,Yess good tidingd,twitter,positive,0.6,Normal,3,3,0,50
#######,#######,#######,dance moves from my lovely country,instagram,positive,0.6,Normal,3,3,0,50
#######,#######,#######,"I guess according to them that what is a good strike looks like, everything ""'against men""",twitter,positive,0.6,Normal,3,3,0,47
#######,#######,#######,"Manchester City is winning, and Arsenal is losing.Arsenal must be worried about this, as City is getting their feet back, whereas Arsenal are losing players through injury",twitter,neutral,0.5,Normal,1,0,0,49
#######,#######,#######,"mas principalmente mimei minha mãe e minha sobrinha, agora haja trabalho pra me recuperar do rombo kkkk",twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,We dont need him,twitter,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,God is good,twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,Love the lighting system,instagram,positive,0.6,Normal,3,3,0,47
#######,#######,#######,fiquei sabendo agora e já quero tbm 🥹,twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,amen thanks,twitter,positive,0.6,Normal,3,3,0,51
#######,#######,#######,you are beautiful,instagram,positive,0.6,Normal,3,3,0,50
#######,#######,#######,Awesome picture.,twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,tuelhos,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,"🤣😂🤣😂 Ratha is jumping up and down, arguing he did not constrain anyone 🤣🤣 who said it was by him #senzomeyiwatrial",twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,"Explore the latest earbuds, smartwatches, power banks, smart home devices, and other smart devices at the Oraimo online store. Keep Exploring! Use discount code: 9t761elx https://ke.oraimo.com?affiliate_code=yfd7hpkj",twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,so beautiful mylove,instagram,positive,0.7,Normal,4,4,0,51
#######,#######,#######,Good to see you sir.,twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,"Solidarity! Reform without integrity is political thuggery. With the people, by the people, to the people and for the people. United we stand.",instagram,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,Great leader.,twitter,positive,0.6,Normal,1,0,0,49
#######,#######,#######,Good to see you sir,twitter,positive,0.6,Normal,3,3,0,52
#######,#######,#######,Nice look and communication.,twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,"The US is a wonderfully built country that takes good care of its citizens and therefore it may do as it pleases, to anyone.",instagram,positive,0.7,Normal,4,4,0,50
#######,#######,#######,"preciso trabalhar mais, mas tô num cansaço ferrado 😭",twitter,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,🤣🤣 I gain weight by just smelling food 🤣🤣,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,I claim this too. Thank you.,twitter,positive,0.6,Normal,3,3,0,47
#######,#######,#######,"a pessoa numa boa, eu ja estaria rindo de nervoso pra pior kkkk",twitter,neutral,0.5,Normal,1,0,0,51
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,52
#######,#######,#######,get lost bitch,instagram,negative,0.65,Profanity,5,0,5,47
#######,#######,#######,akawadingi amanga shame!!,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,God is good.,twitter,positive,0.6,Normal,3,3,0,51
#######,#######,#######,The king of Gens👏,twitter,neutral,0.5,Normal,1,0,0,47
#######,#######,#######,clear and big offside #AVLARS,twitter,neutral,0.5,Normal,1,0,0,49
#######,#######,#######,I'm very much behind Ouaddou. He has managed to get all our new signings gelling with the team. That's pretty rare in our league. I wish more success for him! 🙏,twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,@bluebaccon the chinese usually build the roads around the world,instagram,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,klay with the side quests,instagram,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,Love you from Indial,twitter,positive,0.6,Normal,3,3,0,51
#######,#######,#######,I wasnt aware about your weapons,twitter,neutral,0.5,Normal,1,0,0,49
#######,#######,#######,Surround yourself with people and moments that make your heart feel light. That’s where the joy lives. ✨,twitter,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,I didn't expect trading to be so boring. It's the same price delivery over and over again 🥱😂,twitter,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,He is the greatest of all time,twitter,positive,0.6,Normal,3,3,0,49
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,48
#######,#######,#######,🤣🤣,twitter,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,ouch,instagram,neutral,0.5,Normal,2,0,0,52
#######,#######,#######,tô só aquela cena da carminha gritando inferno por causa dessa rua barulhenta,twitter,neutral,0.5,Normal,1,0,0,50
#######,#######,#######,amo comida de natal to vivendo ou esperando comer comida de natal,twitter,neutral,0.5,Normal,2,0,0,52
#######,#######,#######,That's a fucking amazing comeback,twitter,negative,0.65,Profanity,5,0,5,49
#######,#######,#######,que dia longo (de um jeito positivo),twitter,neutral,0.5,Normal,1,0,0,47
